food_id,food_code,duplicate_code_sequence,source_row_index,food_name,description,group_code,previous_code,main_data_references,footnote,water_g_per_100g,energy_kcal_per_100g,energy_kj_per_100g,protein_g_per_100g,fat_g_per_100g,carbs_g_per_100g,starch_g_per_100g,sugars_g_per_100g,glucose_g_per_100g,fructose_g_per_100g,sucrose_g_per_100g,lactose_g_per_100g,alcohol_g_per_100g,fibre_nsp_g_per_100g,fibre_aoac_g_per_100g,fibre_g_per_100g,saturated_fat_g_per_100g,monounsaturated_fat_g_per_100g,polyunsaturated_fat_g_per_100g,trans_fat_g_per_100g,cholesterol_mg_per_100g,sodium_mg_per_100g,salt_g_per_100g,potassium_mg_per_100g,calcium_mg_per_100g,magnesium_mg_per_100g,phosphorus_mg_per_100g,iron_mg_per_100g,copper_mg_per_100g,zinc_mg_per_100g,selenium_ug_per_100g,iodine_ug_per_100g,vitamin_a_retinol_ug_per_100g,vitamin_d_ug_per_100g,vitamin_e_mg_per_100g,vitamin_k1_ug_per_100g,thiamin_mg_per_100g,riboflavin_mg_per_100g,niacin_mg_per_100g,vitamin_b6_mg_per_100g,vitamin_b12_ug_per_100g,folate_ug_per_100g,vitamin_c_mg_per_100g
15-261,15-261,1,2217,"Potatoes with onions and eggs, fried",Greek dish. Fried potatoes with onion and egg. Recipe from a personal collection,DR,,As Vegetable Dishes Supplement 1992,,43.7,316.0,1318.0,7.8,23.8,19.1,17.3,1.4,0.5,0.4,0.5,0.0,,1.4,,1.4,4.3,6.8,10.9,,172.0,540.0,1.35,400.0,40.0,24.0,170.0,1.4,0.15,0.9,6.0,28.0,85.0,0.8,4.46,,0.12,0.25,1.2,0.24,1.1,18.0,4.0
15-850,15-850,1,2218,"Potatoes, duchesse","Recipe. Baked potato, egg and butter shapes. Recipe from review of recipe collection",DR,15-570,Updated 2014,,72.3,124.0,522.0,3.1,5.1,17.5,16.7,0.8,0.3,0.3,0.2,0.0,,1.0,1.6,1.6,2.89,1.4,0.3,0.14,45.6,53.0,0.1325,381.0,12.0,19.0,50.0,0.51,0.07,0.4,2.0,8.0,60.0,0.4,0.23,0.37,0.22,0.05,0.5,0.07,0.3,20.0,9.0
13-610,13-610,1,2219,"Potatoes, new and salad, boiled in salted water, flesh and skin","22 samples, including UK grown and imported, pre-packed and loose",DAE,13-475,"Nutrient analysis of fresh and processed fruit and vegetables, 2013",,81.5,68.0,291.0,1.8,0.1,14.9,13.8,1.1,0.5,0.4,0.2,0.0,0.0,0.9,1.8,1.8,0.04,0.02,0.02,0.0,0.0,26.0,0.065,377.0,11.0,18.0,44.0,0.61,0.08,0.2,0.0,0.0,0.0,0.0,0.11,,0.13,0.01,0.7,0.13,0.0,21.0,7.0
13-495,13-495,1,2220,"Potatoes, new and salad, boiled in unsalted water, flesh and skin","22 samples, including UK grown and imported, pre-packed and loose",DAE,13-420,"DH, Nutrient analysis of fruit and vegetables, 2013",,81.5,68.0,291.0,1.8,0.1,14.9,13.8,1.1,0.5,0.4,0.2,0.0,0.0,0.9,1.8,1.8,0.04,0.02,0.02,0.0,0.0,3.0,0.0075,377.0,11.0,18.0,44.0,0.61,0.08,0.2,0.0,0.0,0.0,0.0,0.11,,0.13,0.01,0.7,0.13,0.0,21.0,7.0
13-618,13-618,1,2221,"Potatoes, new and salad, flesh only, raw","IFR, average of Desiree, King Edward, Pentland Crown, Maris Piper over 6 seasons, flesh only",DAE,13-001,"Vegetables, Herbs and Spices Supplement, 1991; and calculated from 13-495",,81.7,68.0,290.0,1.7,0.1,16.1,14.8,1.3,0.3,0.3,0.7,0.0,0.0,1.0,1.8,1.8,0.04,0.02,0.02,0.0,0.0,3.0,0.0075,320.0,6.0,14.0,34.0,0.11,0.09,0.2,0.0,0.0,0.0,0.0,0.06,,0.15,0.02,0.7,0.16,0.0,25.0,7.0
13-619,13-619,1,2222,"Potatoes, new, frozen, `roast' in corn oil","LGC; 10 samples, 3 brands. Deep fried and roasted",DAE,13-006,"Vegetables, Herbs and Spices Supplement, 1991; and updated from 13-495",,62.9,157.0,661.0,2.5,6.6,23.4,22.4,1.0,0.4,0.3,0.3,0.0,0.0,1.7,3.0,3.0,0.8,1.6,3.8,0.0,0.0,100.0,0.25,460.0,13.0,22.0,90.0,0.6,0.22,0.3,2.0,0.0,0.0,0.0,1.14,,0.16,0.02,0.5,,0.0,25.0,5.0
13-491,13-491,1,2223,"Potatoes, old, baked, flesh and skin","22 samples, autumn and winter, including white and red varieties, pre-packed and loose",DAM,13-010,"DH, Nutrient analysis of fruit and vegetables, 2013",,71.0,97.0,413.0,2.5,0.2,22.6,21.2,1.4,0.6,0.5,0.3,0.0,0.0,1.4,2.6,2.6,0.1,0.04,0.04,0.0,0.0,2.0,0.005,600.0,11.0,27.0,45.0,0.63,0.09,0.4,0.0,1.0,0.0,0.0,0.05,0.94,0.2,0.02,0.9,0.11,0.0,18.0,6.0
13-620,13-620,1,2224,"Potatoes, old, baked, flesh only","IFR. Samples as raw; baked 90 minutes 200C and calculated from 13-491. Average of Desiree, King Edward, Pentland Crown, Maris Piper over 6 seasons",DAM,13-011,"As Vegetables, Herbs and Spices Supplement (1991) 13-011, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,78.9,77.0,329.0,2.2,0.1,18.0,17.3,0.7,0.2,0.1,0.4,0.0,0.0,1.4,,1.4,0.0,0.0,0.1,0.0,0.0,1.0,0.0025,360.0,7.0,18.0,40.0,0.4,0.08,0.3,1.0,1.0,0.0,0.0,0.06,0.94,0.21,0.01,0.6,0.06,0.0,10.0,3.0
13-621,13-621,1,2225,"Potatoes, old, baked, flesh only, weighed with skin","Calculated from flesh only. Average of Desiree, King Edward, Pentland Crown, Maris Piper over 6 seasons",DAM,13-012,"Vegetables, Herbs and Spices Supplement, 1991",,52.9,52.0,223.0,1.5,0.1,12.1,11.6,0.5,0.1,0.1,0.3,0.0,0.0,0.9,,0.9,0.0,0.0,0.1,0.0,0.0,1.0,0.0025,240.0,5.0,12.0,27.0,0.3,0.05,0.2,1.0,1.0,0.0,0.0,0.04,,0.14,0.01,0.4,0.04,0.0,7.0,2.0
13-605,13-605,1,2226,"Potatoes, old, boiled in salted water, flesh only","22 samples, autumn and winter, including white and red varieties, pre-packed and loose, based on boiled in unsalted water",DAM,13-476,"DH, Nutrient analysis of fresh and processed fruit and vegetables, 2013. Na and Cl from 13-476",,78.9,74.0,315.0,1.8,0.1,17.5,16.7,0.8,0.3,0.3,0.2,0.0,0.0,1.0,1.6,1.6,0.03,0.01,0.01,0.0,0.0,64.0,0.16,365.0,6.0,18.0,31.0,0.34,0.06,0.2,0.0,1.0,0.0,0.0,0.01,,0.21,0.0,0.5,0.06,0.0,18.0,9.0
13-490,13-490,1,2227,"Potatoes, old, boiled in unsalted water, flesh only","22 samples, autumn and winter, including white and red varieties, pre-packed and loose",DAM,13-421,"DH, Nutrient analysis of fruit and vegetables, 2013",,78.9,74.0,315.0,1.8,0.1,17.5,16.7,0.8,0.3,0.3,0.2,0.0,0.0,1.0,1.6,1.6,0.03,0.01,0.01,0.0,0.0,1.0,0.0025,365.0,6.0,18.0,31.0,0.34,0.06,0.2,0.0,1.0,0.0,0.0,0.01,,0.21,0.0,0.5,0.06,0.0,18.0,9.0
13-553,13-553,1,2228,"Potatoes, old, mashed with butter","Recipe. 100g boiled potatoes, 5g butter, 7g milk",DAM,13-481,Updated 2013,,76.7,102.0,430.0,1.9,3.9,15.9,14.9,1.0,0.3,0.3,0.2,0.3,0.0,0.9,1.4,1.4,2.42,0.97,0.14,0.13,9.9,36.0,0.09,337.0,14.0,17.0,35.0,0.3,0.05,0.2,0.0,4.0,44.0,0.0,0.09,,0.19,0.02,0.3,0.06,0.1,17.0,8.0
13-554,13-554,1,2229,"Potatoes, old, mashed with reduced fat spread","Recipe. 100g boiled potatoes, 5g butter, 7g milk",DAM,,Updated 2013,,77.8,93.0,391.0,1.8,2.8,15.9,14.9,1.0,0.3,0.3,0.2,0.3,0.0,0.9,1.4,1.4,0.68,0.82,1.13,0.01,0.4,30.0,0.075,337.0,13.0,17.0,34.0,0.31,0.05,0.2,0.0,3.0,28.0,0.3,1.19,,0.19,0.02,0.3,0.06,0.1,17.0,8.0
13-494,13-494,1,2230,"Potatoes, old, microwaved, flesh and skin","11 samples, including white and red varieties, pre-packed and loose",DAM,,"DH, Nutrient analysis of fruit and vegetables, 2013",,73.2,92.0,392.0,2.6,0.1,21.5,19.4,2.1,0.9,0.8,0.4,0.0,0.0,1.4,2.7,2.7,0.03,0.01,0.01,0.0,0.0,2.0,0.005,585.0,13.0,27.0,43.0,0.75,0.09,0.4,0.0,1.0,0.0,0.0,0.13,,0.23,0.01,0.8,0.14,0.0,33.0,5.0
13-566,13-566,1,2231,"Potatoes, old, potato wedges, with skin, cooked in sunflower oil, homemade",Calculated from 13-491 and 17-045,DAM,,"Nutrient analysis of fresh and processed fruit and vegetables, 2013",,62.6,145.0,614.0,2.9,3.8,26.5,24.8,1.7,0.7,0.6,0.4,0.0,0.0,1.6,3.0,3.0,0.47,0.77,2.35,0.0,0.0,2.0,0.005,702.0,13.0,32.0,52.0,0.74,0.11,0.4,0.0,1.0,0.0,0.0,,,0.23,0.02,1.1,0.13,0.0,21.0,7.0
13-489,13-489,1,2232,"Potatoes, old, raw, flesh only","22 samples, autumn and winter, including white and red varieties, pre-packed and loose",DAM,13-009,"DH, Nutrient analysis of fruit and vegetables, 2013",,78.1,82.0,349.0,1.9,0.1,19.6,18.7,0.9,0.5,0.4,0.0,0.0,0.0,0.8,2.0,2.0,0.03,0.01,0.01,0.0,0.0,2.0,0.005,443.0,7.0,21.0,34.0,0.32,0.06,0.3,0.0,1.0,0.0,0.0,0.01,0.94,0.2,0.01,0.3,0.14,0.0,13.0,14.0
13-599,13-599,1,2233,"Potatoes, old, roasted in corn oil","Calculated from raw, parboiled for 5-10 minutes and roasted for 50 minutes. Water and fat analysed, 2013",DAM,13-016,"DH, Nutrient analysis of fruit and vegetables, 2013",,64.9,161.0,678.0,2.6,5.7,26.4,25.2,1.2,0.7,0.5,0.0,0.0,0.0,1.1,2.7,2.7,0.84,1.68,2.88,0.0,0.0,3.0,0.0075,597.0,9.0,28.0,46.0,0.43,0.08,0.4,0.0,1.0,0.0,0.0,0.98,,0.22,0.01,0.4,0.14,0.0,8.0,13.0
13-600,13-600,1,2234,"Potatoes, old, roasted in lard","Calculated from raw, parboiled for 5-10 minutes and roasted for 50 minutes. Water and fat analysed, 2013",DAM,50-673,"DH, Nutrient analysis of fruit and vegetables, 2013",,64.9,161.0,678.0,2.6,5.7,26.4,25.2,1.2,0.7,0.5,0.0,0.0,0.0,1.1,2.7,2.7,2.29,2.44,0.57,0.0,5.2,3.0,0.0075,597.0,10.0,32.0,46.0,0.44,0.08,,0.0,1.0,0.0,,0.07,,0.22,0.01,0.4,0.14,0.0,8.0,13.0
13-534,13-534,1,2235,"Potatoes, old, roasted in rapeseed oil","Calculated from raw, parboiled for 5-10 minutes and roasted for 50 minutes. Water and fat analysed, 2013. Most unspecified vegetable oils are made from rapeseed oil",DA,,"DH, Nutrient analysis of fruit and vegetables, 2013",,64.9,161.0,678.0,2.6,5.7,26.4,25.2,1.2,0.7,0.5,0.0,0.0,,1.1,2.7,2.7,0.4,3.33,1.65,0.0,0.0,3.0,0.0075,597.0,9.0,28.0,46.0,0.43,0.08,0.4,0.0,1.0,0.0,0.0,,,0.22,0.01,0.4,0.14,0.0,8.0,13.0
13-492,13-492,1,2236,"Potatoes, old, roasted in sunflower oil, flesh only","Calculated from baked. Water and fat analysed, 2012",DAM,,"DH, Nutrient analysis of fruit and vegetables, 2013",,64.9,161.0,678.0,2.6,5.7,26.4,25.2,1.2,0.7,0.5,0.0,0.0,0.0,1.1,2.7,2.7,0.7,1.16,3.55,0.0,0.0,3.0,0.0075,597.0,9.0,28.0,46.0,0.44,0.08,0.4,0.0,1.0,0.0,0.0,2.77,,0.22,0.01,0.4,0.14,0.0,8.0,13.0
13-493,13-493,1,2237,"Potatoes, old, wedges, with skin, homemade, cooked in rapeseed oil","Calculated from baked. Water and fat analysed, 2012. Most unspecified vegetable oils are made from rapeseed oil",DAM,,"DH, Nutrient analysis of fruit and vegetables, 2013",,62.6,145.0,614.0,2.9,3.8,26.5,24.8,1.7,0.7,0.6,0.4,0.0,0.0,1.6,3.0,3.0,0.27,2.2,1.09,0.0,0.0,2.0,0.005,702.0,13.0,32.0,52.0,0.74,0.11,0.4,0.0,1.0,0.0,0.0,,,0.23,0.02,1.1,0.13,0.0,21.0,7.0
18-305,18-305,1,2238,"Poussin, raw, meat and skin","Calculated from 34% light meat, 40% dark meat and 26% skin",MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,66.8,202.0,839.0,19.1,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.8,6.4,2.6,0.2,100.0,70.0,0.175,320.0,7.0,22.0,150.0,0.6,0.05,1.1,12.0,8.0,24.0,0.6,0.15,,0.11,0.25,6.6,0.31,0.0,9.0,0.0
18-306,18-306,1,2239,"Poussin, raw, meat and skin, weighed with bone",Calculated from 18-305,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,38.7,117.0,488.0,11.1,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.2,3.7,1.5,0.1,58.0,40.0,0.1,180.0,4.0,13.0,85.0,0.3,0.03,0.6,7.0,5.0,14.0,0.3,0.09,,0.06,0.14,3.8,0.18,0.0,5.0,0.0
11-1023,11-1023,1,2240,"Prawn crackers, takeaway",10 samples from different outlets,AT,11-551,"Aspland and James, Nutrient analysis of ethnic and takeaway foods, 1997; fatty acids from supplement as 17-448",,2.8,570.0,2379.0,0.3,39.0,58.2,56.0,2.2,0.0,0.0,1.9,0.0,0.0,1.2,0.9,0.9,3.64,22.41,11.03,0.12,0.3,767.0,1.9175,17.0,21.0,5.0,6.0,1.55,0.12,0.1,3.0,,0.0,0.0,5.77,,0.0,0.0,0.1,0.43,0.0,2.0,0.0
16-388,16-388,1,2241,"Prawns, king, grilled from raw","9 samples, 9 products, warm-water prawns (Panaeus vannamei), frozen and chilled",JK,,"DH, Nutrient analysis of fish and fish products, 2013",,73.8,102.0,433.0,23.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.25,0.0,193.0,305.0,0.7625,181.0,59.0,37.0,209.0,0.43,0.35,1.6,41.0,7.0,0.0,0.0,1.64,,0.0,0.07,0.1,0.14,1.6,10.0,0.0
16-389,16-389,1,2242,"Prawns, king, purchased cooked","11 samples, 11 products, warm-water prawns (Penaeus vannamei), frozen and chilled",JK,,"DH, Nutrient analysis of fish and fish products, 2013",,82.4,68.0,290.0,16.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.1,0.05,0.13,0.0,162.0,643.0,1.6075,65.0,49.0,21.0,125.0,0.27,0.23,1.0,30.0,12.0,0.0,0.0,1.64,,0.0,0.05,0.1,0.05,1.4,10.0,0.0
16-481,16-481,1,2243,"Prawns, king, purchased cooked, weighed with shells",Calculated from 16-389 using edible portion of 0.54,JK,16-240,"DH, Nutrient analysis of fish and fish products, 2013",,44.5,37.0,155.0,8.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.0,87.4,347.0,0.8675,35.0,26.0,11.0,68.0,0.15,0.12,0.6,16.0,6.0,0.0,0.0,0.89,,0.0,0.03,0.1,0.03,0.8,5.0,0.0
16-387,16-387,1,2244,"Prawns, king, raw","9 samples, 9 products, warm-water prawns (Panaeus vannamei), frozen and chilled",JK,,"DH, Nutrient analysis of fish and fish products, 2013",,81.9,77.0,325.0,17.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.22,0.0,150.0,215.0,0.5375,126.0,44.0,28.0,155.0,0.7,0.21,1.2,34.0,5.0,0.0,0.0,1.8,,0.0,0.05,0.1,0.11,1.3,11.0,0.0
16-482,16-482,1,2245,"Prawns, standard, dried",Calculated from 16-384,JK,16-242,"DH, Nutrient analysis of fish and fish products, 2013",,13.7,377.0,1594.0,83.1,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,1.04,1.2,0.0,770.2,3172.0,7.93,399.0,350.0,196.0,685.0,5.4,1.51,5.5,163.0,71.0,0.0,0.0,19.58,,0.0,0.27,0.0,0.16,12.7,54.0,0.0
16-384,16-384,1,2246,"Prawns, standard, purchased cooked","15 samples, 15 products, cold-water/Atlantic prawns (Pandalus borealis), chilled/frozen",JK,16-239,"DH, Nutrient analysis of fish and fish products, 2013",,84.0,70.0,295.0,15.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.22,0.0,143.0,588.0,1.47,74.0,65.0,36.0,127.0,1.0,0.28,1.0,30.0,13.0,0.0,0.0,3.63,0.08,0.0,0.05,0.0,0.03,2.3,10.0,0.0
17-758,17-758,1,2247,Pre-mixed spirit based drinks,"Approx. 4% ABV, including WKD, Bacardi Breezer, Smirnoff Ice and Carribean Twist",Q,,"Industry data, 2013",,89.1,52.0,221.0,0.0,0.0,8.0,0.0,8.0,,,,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,
14-230,14-230,1,2248,"Prickly pears, flesh and seeds",Literature sources,FA,,"Fruit and Nuts Supplement, 1992",,85.2,49.0,207.0,0.7,0.3,11.5,0.0,11.5,6.0,5.4,0.1,0.0,,,,,0.1,0.1,0.1,,0.0,4.0,0.01,210.0,53.0,57.0,27.0,0.4,,0.6,,,0.0,0.0,,,0.02,0.04,0.4,,0.0,,22.0
12-405,12-405,1,2249,"Profiteroles with sauce, frozen","10 samples, 7 brands",BR,,"Reviewed 2013. ADAS Laboratories, Nutrient analysis of ice creams and desserts, 1999",,39.6,346.0,1438.0,5.5,25.7,24.6,6.4,17.0,1.8,0.8,11.7,1.5,0.0,1.0,1.4,1.4,14.01,8.65,1.7,1.28,,130.0,0.325,190.0,58.0,25.0,114.0,1.52,0.18,0.6,5.0,12.0,114.0,0.3,1.18,,0.07,0.14,0.3,0.02,0.3,9.0,0.0
14-289,14-289,1,2250,Prune juice,4 bottled samples; 2 brands,FC,,"LGC, Fruit and vegetables, 1989-1990",,79.7,57.0,243.0,0.5,0.1,14.4,0.0,14.4,10.0,4.4,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,12.0,0.03,210.0,14.0,11.0,19.0,0.7,0.04,0.2,0.0,3.0,0.0,0.0,,,0.01,0.05,0.6,0.14,0.0,0.0,0.0
14-237,14-237,1,2251,"Prunes, canned in juice, whole contents",10 samples; stones removed. Drained proportion = 0.46,FA,50-955,"Reviewed 2013. LGC, Nutritional composition of fruit products, 1985-1986",,74.1,79.0,335.0,0.7,0.2,19.7,0.0,19.7,10.2,8.4,1.1,0.0,0.0,2.4,,2.4,0.0,0.1,0.1,0.0,0.0,18.0,0.045,340.0,26.0,15.0,30.0,2.2,0.09,1.0,0.0,,0.0,0.0,,,0.02,0.02,0.5,0.06,0.0,5.0,0.0
14-231,14-231,1,2252,"Prunes, flesh and skin","No stones, dried",FA,,"LGC, Fruit and vegetables, 1989-1990",,22.1,160.0,681.0,2.8,0.5,38.4,0.0,38.4,20.2,13.7,4.5,0.0,,6.5,,6.5,,,,,0.0,12.0,0.03,860.0,38.0,27.0,83.0,2.9,0.16,0.5,3.0,,0.0,0.0,,,0.1,0.2,1.5,0.24,0.0,4.0,0.0
14-233,14-233,1,2253,"Prunes, flesh and skin, stewed with sugar","Calculated from 450g fruit, 450g water, 54g sugar",FA,,"Fruit and Nuts Supplement, 1992",,56.0,103.0,439.0,1.3,0.2,25.5,0.0,25.5,10.1,7.0,8.4,0.0,,3.1,,3.1,0.0,0.1,0.1,,0.0,5.0,0.0125,410.0,18.0,12.0,39.0,1.4,0.08,0.3,1.0,,0.0,0.0,,,0.04,0.07,0.5,0.09,0.0,0.0,0.0
14-234,14-234,1,2254,"Prunes, flesh and skin, stewed with sugar, weighed with stones",Calculated from 14-233,FA,,"Fruit and Nuts Supplement, 1992",,51.5,95.0,405.0,1.2,0.2,23.5,0.0,23.5,9.3,6.4,7.7,0.0,,2.9,,2.9,0.0,0.1,0.1,,0.0,5.0,0.0125,380.0,17.0,11.0,36.0,1.3,0.07,0.2,1.0,,0.0,0.0,,,0.04,0.06,0.5,0.08,0.0,0.0,0.0
14-235,14-235,1,2255,"Prunes, flesh and skin, stewed without sugar","Calculated from 450g fruit, 450g water",FA,,"Fruit and Nuts Supplement, 1992",,60.4,81.0,346.0,1.4,0.3,19.5,0.0,19.5,10.4,7.1,2.1,0.0,,3.3,,3.3,0.1,0.1,0.1,,0.0,6.0,0.015,440.0,19.0,13.0,42.0,1.5,0.08,0.3,1.0,,0.0,0.0,,,0.04,0.08,0.6,0.1,0.0,0.0,0.0
14-236,14-236,1,2256,"Prunes, flesh and skin, stewed without sugar, weighed with stones",Calculated from 14-235,FA,,"Fruit and Nuts Supplement, 1992",,55.0,74.0,314.0,1.3,0.2,17.8,0.0,17.8,9.4,6.4,1.9,0.0,,3.0,,3.0,0.0,0.1,0.1,,0.0,5.0,0.0125,400.0,17.0,12.0,38.0,1.3,0.07,0.2,1.0,,0.0,0.0,,,0.04,0.07,0.5,0.09,0.0,0.0,0.0
14-232,14-232,1,2257,"Prunes, flesh and skin, weighed with stones",Calculated from 14-231,FA,,"Fruit and Nuts Supplement, 1992",,18.6,134.0,572.0,2.4,0.4,32.3,0.0,32.3,16.7,11.8,3.9,0.0,,5.5,,5.5,,,,,0.0,10.0,0.025,720.0,32.0,23.0,70.0,2.4,0.13,0.4,3.0,,0.0,0.0,,,0.08,0.17,1.3,0.2,0.0,3.0,0.0
14-391,14-391,1,2258,"Prunes, ready-to-eat, semi-dried","10 samples, 9 products, including soft, ready-to-eat and partially rehydrated",FA,14-239,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,37.3,149.0,633.0,2.3,0.3,36.5,0.0,36.5,24.8,11.7,0.0,0.0,0.0,5.7,5.2,5.2,0.06,0.04,0.12,0.0,0.0,3.0,0.0075,734.0,64.0,36.0,69.0,1.44,0.28,0.37,0.0,2.0,0.0,0.0,1.09,,0.03,0.03,2.7,0.04,0.0,1.0,0.0
14-398,14-398,1,2259,"Prunes, ready-to-eat, semi-dried, weighed with stones",Calculated from 14-391,FA,14-240,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,32.1,128.0,548.0,2.0,0.3,31.4,0.0,31.4,21.3,10.1,0.0,0.0,0.0,4.9,4.5,4.5,0.05,0.03,0.1,0.0,0.0,3.0,0.0075,631.0,55.0,31.0,59.0,1.24,0.24,0.3,0.0,2.0,0.0,0.0,0.94,,0.03,0.03,2.3,0.03,0.0,1.0,0.0
11-1037,11-1037,1,2260,"Pudding, bread and butter, homemade",Recipe,AS,11-691,Updated 2014,,69.3,137.0,576.0,6.3,5.3,17.0,4.6,12.4,1.6,1.5,4.7,4.2,,0.3,0.3,0.3,2.11,1.92,0.64,0.07,68.7,130.0,0.325,215.0,141.0,16.0,131.0,0.57,0.07,0.7,6.0,,,,,0.05,0.06,0.27,0.3,0.08,1.3,10.0,2.0
11-1051,11-1051,1,2261,"Pudding, Christmas, homemade",Recipe,AS,11-692,Updated 2014,,24.0,316.0,1332.0,5.0,9.8,54.6,20.8,33.8,,,,0.0,0.3,,,,,,,0.33,41.2,119.0,0.2975,376.0,69.0,26.0,88.0,1.74,0.26,0.6,,,17.0,,,0.41,0.09,0.13,0.8,0.11,0.3,14.0,0.0
11-1022,11-1022,1,2262,"Pudding, Christmas, retail","10 samples, 4 brands",AS,11-291,"Cereals and Cereal Products Supplement, 1988; and industry data, 2013",,29.1,285.0,1207.0,3.0,6.9,56.3,10.1,46.2,20.3,20.8,3.5,0.1,0.0,,4.0,4.0,3.57,2.4,0.35,0.0,36.0,100.0,0.25,340.0,35.0,18.0,92.0,1.2,0.14,0.7,,,,,,,0.0,0.03,0.4,0.07,0.0,9.0,0.0
11-1065,11-1065,1,2263,"Pudding, Eve's pudding, homemade",Recipe using apples only,AS,11-696,"Proportions derived from dissection of samples, using apples only. Updated 2014",,51.0,252.0,1052.0,3.3,13.4,31.4,11.4,20.0,1.0,3.0,15.9,0.1,,1.1,1.4,1.4,7.88,3.52,0.74,0.41,80.4,216.0,0.54,96.0,56.0,8.0,127.0,0.57,0.06,0.3,2.0,15.0,155.0,0.6,0.6,,0.05,0.09,0.3,0.06,0.5,5.0,6.0
11-1097,11-1097,1,2264,"Pudding, Queen of Puddings, homemade",Recipe,AS,11-705,Updated 2014,,51.7,195.0,821.0,5.0,7.6,34.2,6.8,27.5,2.5,1.4,21.3,2.2,,,,,4.08,2.11,0.45,0.2,81.4,149.0,0.3725,120.0,84.0,11.0,95.0,0.69,0.04,1.1,1.0,15.0,82.0,0.6,0.35,,0.07,0.19,0.3,0.05,0.9,8.0,3.0
12-580,12-580,1,2265,"Pudding, rice, canned","10 cans, 7 brands",BR,12-406,"Reviewed 2013. RHM, Nutrient content of selected foods, 1995. Fatty acids as Fatty Acids Supplement (1998) 11-395",,79.2,85.0,362.0,3.3,1.3,16.1,7.3,8.7,0.0,0.0,4.9,3.9,0.0,0.1,,0.1,0.76,0.34,0.09,0.03,9.0,43.0,0.1075,130.0,88.0,12.0,86.0,0.1,0.13,0.5,,28.0,16.0,0.0,0.16,,0.01,0.13,0.2,0.01,0.0,0.0,0.0
12-553,12-553,1,2266,"Pudding, rice, canned, low fat","10 samples, 6 brands",BR,12-407,"Reviewed 2013. RHM, Nutrient content of selected foods, 1995; inorganics and vitamins estimated from rice pudding canned",,79.6,81.0,345.0,3.5,0.8,16.0,7.2,8.7,0.0,0.0,4.9,3.9,0.0,0.1,0.1,0.1,0.5,0.2,0.1,0.0,,43.0,0.1075,130.0,88.0,12.0,86.0,0.1,0.13,0.5,,28.0,16.0,0.0,0.1,,0.01,0.13,0.2,0.01,0.0,0.0,0.0
12-514,12-514,1,2267,"Pudding, rice, homemade, with semi-skimmed milk",Recipe,BR,,Updated 2013,,72.1,127.0,535.0,4.2,4.4,19.0,8.7,10.3,0.0,0.0,5.3,4.9,,0.1,0.1,0.1,2.79,1.08,0.12,0.18,12.7,67.0,0.1675,175.0,128.0,14.0,111.0,0.05,0.03,0.6,1.0,33.0,49.0,0.0,0.09,,0.03,0.21,0.3,0.06,0.9,5.0,2.0
12-607,12-607,1,2268,"Pudding, rice, homemade, with skimmed milk",Recipe,BR,,Updated 2014,,73.5,114.0,482.0,4.3,2.9,19.1,8.7,10.4,0.0,0.0,5.3,5.0,,0.1,0.1,0.1,1.8,0.73,0.12,0.11,10.4,65.0,0.1625,180.0,133.0,15.0,113.0,0.06,0.03,0.6,1.0,33.0,30.0,0.0,0.06,,0.03,0.2,0.2,0.06,0.9,5.0,1.0
12-608,12-608,1,2269,"Pudding, rice, homemade, with whole milk",Recipe,BR,,Updated 2014,,70.2,145.0,609.0,4.2,6.5,18.9,8.7,10.2,0.0,0.0,5.3,4.8,,0.1,0.1,0.1,4.07,1.67,0.21,0.24,19.1,63.0,0.1575,175.0,128.0,15.0,113.0,0.06,0.03,0.6,1.0,34.0,67.0,0.0,0.12,,0.03,0.21,0.3,0.06,0.9,5.0,2.0
